"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TMK_MN004","402","18770226","2.4","5","4"
"TMK_MN004","402","18770227","1.1","5","4"
"TMK_MN004","402","18770228","-2.8","5","4"
"TMK_MN004","402","18770301","-4","5","4"
"TMK_MN004","402","18770302","-3.1","5","4"
"TMK_MN004","402","18770303","-1","5","4"
"TMK_MN004","402","18770304","1.3","5","4"
"TMK_MN004","402","18770305","2.8","5","4"
"TMK_MN004","402","18770306","2.1","5","4"
"TMK_MN004","402","18770307","1.4","5","4"
"TMK_MN004","402","18770308","0.7","5","4"
"TMK_MN004","402","18770309","-2.7","5","4"
"TMK_MN004","402","18770310","-3.7","5","4"
"TMK_MN004","402","18770311","-1.3","5","4"
"TMK_MN004","402","18770312","1.4","5","4"
"TMK_MN004","402","18770313","2.3","5","4"
"TMK_MN004","402","18770314","4.5","5","4"
"TMK_MN004","402","18770315","3.4","5","4"
"TMK_MN004","402","18770316","4.3","5","4"
"TMK_MN004","402","18770317","3.7","5","4"
"TMK_MN004","402","18770318","4","5","4"
"TMK_MN004","402","18770319","4.5","5","4"
"TMK_MN004","402","18770320","3","5","4"
"TMK_MN004","402","18770321","4.3","5","4"
"TMK_MN004","402","18770322","5.1","5","4"
"TMK_MN004","402","18770323","3","5","4"
"TMK_MN004","402","18770324","3","5","4"
"TMK_MN004","402","18770325","7.3","5","4"
"TMK_MN004","402","18770326","9.1","5","4"
"TMK_MN004","402","18770327","9.9","5","4"
"TMK_MN004","402","18770328","9.1","5","4"
"TMK_MN004","402","18770329","8.9","5","4"
"TMK_MN004","402","18770330","8","5","4"
"TMK_MN004","402","18770331","8.1","5","4"
"TMK_MN004","402","18770401","7","5","4"
"TMK_MN004","402","18770402","5.5","5","4"
"TMK_MN004","402","18770403","6.2","5","4"
"TMK_MN004","402","18770404","8.2","5","4"
"TMK_MN004","402","18770405","7.7","5","4"
"TMK_MN004","402","18770406","9.6","5","4"
"TMK_MN004","402","18770407","10.5","5","4"
"TMK_MN004","402","18770408","11.6","5","4"
"TMK_MN004","402","18770409","14.3","5","4"
"TMK_MN004","402","18770410","16.3","5","4"
"TMK_MN004","402","18770411","14.7","5","4"
"TMK_MN004","402","18770412","7.3","5","4"
"TMK_MN004","402","18770413","6.8","5","4"
"TMK_MN004","402","18770414","5.2","5","4"
"TMK_MN004","402","18770415","2.1","5","4"
"TMK_MN004","402","18770416","3.5","5","4"
"TMK_MN004","402","18770417","3.9","5","4"
"TMK_MN004","402","18770418","3.6","5","4"
"TMK_MN004","402","18770419","6.1","5","4"
"TMK_MN004","402","18770420","3.8","5","4"
"TMK_MN004","402","18770421","1.3","5","4"
"TMK_MN004","402","18770422","1.8","5","4"
"TMK_MN004","402","18770423","3.7","5","4"
"TMK_MN004","402","18770424","4.6","5","4"
"TMK_MN004","402","18770425","3.9","5","4"
"TMK_MN004","402","18770426","5","5","4"
"TMK_MN004","402","18770427","6","5","4"
"TMK_MN004","402","18770428","9.9","5","4"
"TMK_MN004","402","18770429","9.4","5","4"
"TMK_MN004","402","18770430","9.4","5","4"
"TMK_MN004","402","18770501","7","5","4"
"TMK_MN004","402","18770502","5","5","4"
"TMK_MN004","402","18770503","4.2","5","4"
"TMK_MN004","402","18770504","5.3","5","4"
"TMK_MN004","402","18770505","6.6","5","4"
"TMK_MN004","402","18770506","6.5","5","4"
"TMK_MN004","402","18770507","8.7","5","4"
"TMK_MN004","402","18770508","10","5","4"
"TMK_MN004","402","18770509","13.5","5","4"
"TMK_MN004","402","18770510","13.5","5","4"
"TMK_MN004","402","18770511","12.5","5","4"
"TMK_MN004","402","18770512","14.9","5","4"
"TMK_MN004","402","18770513","14.4","5","4"
"TMK_MN004","402","18770514","14.2","5","4"
"TMK_MN004","402","18770515","15.1","5","4"
"TMK_MN004","402","18770516","13.4","5","4"
"TMK_MN004","402","18770517","13.9","5","4"
"TMK_MN004","402","18770518","15","5","4"
"TMK_MN004","402","18770519","12.1","5","4"
"TMK_MN004","402","18770520","6.6","5","4"
"TMK_MN004","402","18770521","8.1","5","4"
"TMK_MN004","402","18770522","8.5","5","4"
"TMK_MN004","402","18770523","9.8","5","4"
"TMK_MN004","402","18770524","9.1","5","4"
"TMK_MN004","402","18770525","10.3","5","4"
"TMK_MN004","402","18770526","12.1","5","4"
"TMK_MN004","402","18770527","13.5","5","4"
"TMK_MN004","402","18770528","18","5","4"
"TMK_MN004","402","18770529","17.1","5","4"
"TMK_MN004","402","18770530","15.8","5","4"
